Date	logret
12/1/1969	-0.008178165
1/2/1970	-0.03454987
2/2/1970	0.022301935
3/2/1970	0.000630361
4/1/1970	-0.041189225
5/1/1970	-0.027318976
6/1/1970	-0.022291325
7/1/1970	0.030719037
8/3/1970	0.018891264
9/1/1970	0.014563404
10/1/1970	-0.005443332
11/2/1970	0.020132243
12/1/1970	0.023978855
1/4/1971	0.017232686
2/1/1971	0.003922948
3/1/1971	0.015693257
4/1/1971	0.015480263
5/3/1971	-0.018434363
6/1/1971	-0.004072978
7/1/1971	-0.013950126
8/2/1971	0.015399753
9/1/1971	-0.003036575
10/1/1971	-0.018541013
11/1/1971	-0.001107542
12/1/1971	0.035901554
1/3/1972	0.007799509
2/1/1972	0.010852253
3/1/1972	0.00255982
4/3/1972	0.001899928
5/1/1972	0.007438375
6/1/1972	-0.009581446
7/3/1972	0.0010122
8/1/1972	0.014711124
9/1/1972	-0.00211622
10/2/1972	0.00402761
11/1/1972	0.019372841
12/1/1972	0.005106794
1/2/1973	-0.007495699
2/1/1973	-0.016594887
3/1/1973	-0.000622645
4/2/1973	-0.018090765
5/1/1973	-0.008279553
6/1/1973	-0.002864722
7/2/1973	0.016189809
8/1/1973	-0.016231466
9/4/1973	0.017073394
10/1/1973	-0.000561104
11/1/1973	-0.052498114
12/3/1973	0.007137034
1/2/1974	-0.004385042
2/1/1974	-0.001576879
3/1/1974	-0.010229912
4/1/1974	-0.017299598
5/1/1974	-0.014821105
6/3/1974	-0.006416286
7/1/1974	-0.035170501
8/1/1974	-0.041091614
9/3/1974	-0.055189125
10/1/1974	0.065597228
11/1/1974	-0.023732564
12/2/1974	-0.008841065
1/2/1975	0.050307098
2/3/1975	0.025259026
3/3/1975	0.009320773
4/1/1975	0.020056538
5/1/1975	0.018742429
6/2/1975	0.018834654
7/1/1975	-0.030422965
8/1/1975	-0.009248549
9/2/1975	-0.015313169
10/1/1975	0.025978508
11/3/1975	0.010600125
12/1/1975	-0.00502689
1/2/1976	0.048560577
2/2/1976	-0.004980248
3/1/1976	0.01312764
4/1/1976	-0.0048017
5/3/1976	-0.006283629
6/1/1976	0.017419995
7/1/1976	-0.003512511
8/2/1976	-0.002230934
9/1/1976	0.009723261
10/1/1976	-0.009765465
11/1/1976	-0.003389633
12/1/1976	0.022221094
1/3/1977	-0.02251895
2/1/1977	-0.009510321
3/1/1977	-0.006134205
4/1/1977	8.82443E-05
5/2/1977	-0.010357843
6/1/1977	0.019265864
7/1/1977	-0.007102953
8/1/1977	-0.009235933
9/1/1977	-0.001078435
10/3/1977	-0.019272436
11/1/1977	0.01155588
12/1/1977	0.001234766
1/3/1978	-0.027572292
2/1/1978	-0.010889342
3/1/1978	0.010694657
4/3/1978	0.035596392
5/1/1978	0.001835018
6/1/1978	-0.007705172
7/3/1978	0.022803429
8/1/1978	0.011115071
9/1/1978	-0.003164964
10/2/1978	-0.041710454
11/1/1978	0.00716712
12/1/1978	0.006418598
1/2/1979	0.01692731
2/1/1979	-0.016159806
3/1/1979	0.023314879
4/2/1979	0.000726138
5/1/1979	-0.0115911
